CM-0,CM-1,label-cell,label-gC,label-GT
0.291206,0.069919,0,0
0.291222,0.145708,0,0
0.291308,0.156072,0,0
0.291318,0.303669,0,0
0.291334,0.226527,0,0
0.291407,0.205442,0,0
0.291593,0.158526,0,0
0.291856,0.317658,0,0
0.291859,0.118115,0,0
0.291915,0.228575,0,0
0.291933,0.123134,0,0
0.291994,0.283912,0,0
0.292069,0.187802,0,0
0.292169,0.10657,0,0
0.292441,0.213067,0,0
0.292447,0.240073,0,0
0.292514,0.179658,0,0
0.292546,0.12366,0,0
0.292657,0.165885,0,0
0.292665,0.317419,0,0
0.292673,0.313321,0,0
0.292804,0.174367,0,0
0.292804,0.213292,0,0
0.293216,0.065708,0,0
0.293275,0.072126,0,0
0.293359,0.201211,0,0
0.293367,0.268727,0,0
0.293379,0.207617,0,0
0.293532,0.088783,0,0
0.293561,0.225145,0,0
0.293583,0.234125,0,0
0.293647,0.184511,0,0
0.293788,0.275645,0,0
0.293807,0.229415,0,0
0.293882,0.195021,0,0
0.293883,0.274173,0,0
0.293912,0.052407,0,0
0.293984,0.104075,0,0
0.294252,0.136043,0,0
0.294398,0.247395,0,0
0.294428,0.231447,0,0
0.294439,0.096538,0,0
0.294554,0.172767,0,0
0.294564,0.204538,0,0
0.294565,0.095773,0,0
0.294585,0.269759,0,0
0.294765,0.144762,0,0
0.295113,0.171195,0,0
0.295142,0.158174,0,0
0.295399,0.135367,0,0
0.295562,0.186823,0,0
0.295717,0.151575,0,0
0.295792,0.312768,0,0
0.295927,0.31481,0,0
0.295949,0.305957,0,0
0.296089,0.105484,0,0
0.296275,0.177048,0,0
0.296439,0.232615,0,0
0.29673,0.153754,0,0
0.296904,0.052597,0,0
0.296919,0.10184,0,0
0.296976,0.156067,0,0
0.296992,0.106927,0,0
0.297011,0.228145,0,0
0.297129,0.288423,0,0
0.297165,0.19103,0,0
0.297192,0.223169,0,0
0.297208,0.314875,0,0
0.297235,0.254268,0,0
0.297241,0.154633,0,0
0.297249,0.26355,0,0
0.297297,0.120837,0,0
0.297436,0.259436,0,0
0.297513,0.157441,0,0
0.297607,0.223781,0,0
0.297756,0.234971,0,0
0.297831,0.183633,0,0
0.297917,0.177543,0,0
0.298401,0.299014,0,0
0.298442,0.307113,0,0
0.298455,0.28208,0,0
0.298466,0.247808,0,0
0.298511,0.321772,0,0
0.298513,0.297294,0,0
0.298534,0.086756,0,0
0.298564,0.282302,0,0
0.298573,0.142984,0,0
0.298581,0.288358,0,0
0.298609,0.301088,0,0
0.298623,0.055486,0,0
0.298776,0.224353,0,0
0.29881,0.123177,0,0
0.298834,0.273923,0,0
0.298855,0.308489,0,0
0.298903,0.14772,0,0
0.299187,0.23326,0,0
0.299244,0.182671,0,0
0.299463,0.053965,0,0
0.299581,0.276045,0,0
0.299657,0.294714,0,0
0.299673,0.247024,0,0
0.299711,0.066974,0,0
0.29992,0.1402,0,0
0.29999,0.305823,0,0
0.299992,0.180149,0,0
0.300013,0.134141,0,0
0.300149,0.169438,0,0
0.300168,0.062463,0,0
0.300284,0.158251,0,0
0.300379,0.299637,0,0
0.300404,0.208427,0,0
0.300446,0.134827,0,0
0.300725,0.095113,0,0
0.300796,0.311489,0,0
0.300955,0.232556,0,0
0.301088,0.092968,0,0
0.301102,0.139542,0,0
0.301174,0.127478,0,0
0.301479,0.0992,0,0
0.301554,0.28888,0,0
0.301645,0.072794,0,0
0.301657,0.158174,0,0
0.301772,0.199169,0,0
0.301909,0.221778,0,0
0.302062,0.26245,0,0
0.30219,0.25178,0,0
0.302343,0.151235,0,0
0.302492,0.179024,0,0
0.302492,0.261479,0,0
0.302494,0.297652,0,0
0.302879,0.314016,0,0
0.303367,0.11531,0,0
0.303526,0.309906,0,0
0.303565,0.070511,0,0
0.303604,0.237556,0,0
0.303695,0.222257,0,0
0.303802,0.22103,0,0
0.303845,0.190751,0,0
0.304089,0.194425,0,0
0.304327,0.188866,0,0
0.304577,0.20997,0,0
0.304736,0.262946,0,0
0.30474,0.153645,0,0
0.305171,0.243633,0,0
0.305264,0.261487,0,0
0.305275,0.322626,0,0
0.305339,0.248979,0,0
0.305401,0.12328,0,0
0.305441,0.058634,0,0
0.305473,0.080591,0,0
0.305484,0.052617,0,0
0.305586,0.125227,0,0
0.305653,0.227867,0,0
0.30573,0.227251,0,0
0.305805,0.104706,0,0
0.305997,0.110799,0,0
0.306003,0.12224,0,0
0.306091,0.176895,0,0
0.306244,0.095347,0,0
0.306264,0.073957,0,0
0.306276,0.111519,0,0
0.306296,0.072516,0,0
0.306466,0.176228,0,0
0.306666,0.227235,0,0
0.306776,0.164393,0,0
0.30684,0.142521,0,0
0.306911,0.261129,0,0
0.306939,0.205489,0,0
0.306954,0.282524,0,0
0.307002,0.274778,0,0
0.307118,0.133185,0,0
0.3073,0.309457,0,0
0.307449,0.223077,0,0
0.307732,0.260348,0,0
0.30777,0.214665,0,0
0.307882,0.313385,0,0
0.307965,0.172446,0,0
0.307979,0.05799,0,0
0.307989,0.208324,0,0
0.308112,0.083669,0,0
0.30816,0.211339,0,0
0.30845,0.089558,0,0
0.308481,0.293083,0,0
0.308492,0.137419,0,0
0.308559,0.240128,0,0
0.308583,0.095254,0,0
0.308693,0.065145,0,0
0.308725,0.253181,0,0
0.308736,0.103419,0,0
0.308843,0.221725,0,0
0.308909,0.071423,0,0
0.309005,0.28397,0,0
0.309112,0.137157,0,0
0.309174,0.088885,0,0
0.309395,0.301601,0,0
0.309406,0.30828,0,0
0.309546,0.077802,0,0
0.309644,0.252062,0,0
0.309703,0.230233,0,0
0.310137,0.208363,0,0
0.310228,0.257759,0,0
0.310296,0.099256,0,0
0.310339,0.072358,0,0
0.310348,0.186626,0,0
0.310446,0.056447,0,0
0.310527,0.097974,0,0
0.310554,0.072944,0,0
0.310575,0.107165,0,0
0.31081,0.115901,0,0
0.311045,0.233463,0,0
0.311099,0.177251,0,0
0.311107,0.239922,0,0
0.311118,0.079329,0,0
0.311131,0.282939,0,0
0.311195,0.242248,0,0
0.31123,0.314914,0,0
0.311248,0.297169,0,0
0.311276,0.267519,0,0
0.311297,0.224217,0,0
0.311302,0.09715,0,0
0.311308,0.209915,0,0
0.311316,0.10889,0,0
0.311468,0.10646,0,0
0.311542,0.18547,0,0
0.311588,0.078129,0,0
0.311641,0.166765,0,0
0.311911,0.175743,0,0
0.312043,0.129906,0,0
0.312064,0.238687,0,0
0.312289,0.065294,0,0
0.312356,0.0867,0,0
0.312642,0.067008,0,0
0.312666,0.294403,0,0
0.312669,0.234508,0,0
0.312701,0.115065,0,0
0.312756,0.184417,0,0
0.312764,0.191291,0,0
0.312914,0.261133,0,0
0.31301,0.073446,0,0
0.313086,0.174537,0,0
0.313104,0.146348,0,0
0.313109,0.232414,0,0
0.313128,0.278542,0,0
0.313133,0.064157,0,0
0.313136,0.223219,0,0
0.313153,0.196681,0,0
0.313155,0.117696,0,0
0.313161,0.272503,0,0
0.313323,0.184393,0,0
0.313387,0.104486,0,0
0.313468,0.230003,0,0
0.313494,0.286385,0,0
0.313534,0.254641,0,0
0.313597,0.316607,0,0
0.31366,0.255511,0,0
0.313673,0.286958,0,0
0.313853,0.134257,0,0
0.314056,0.217545,0,0
0.314219,0.215704,0,0
0.314232,0.318804,0,0
0.314347,0.306653,0,0
0.314537,0.304978,0,0
0.3148,0.206307,0,0
0.314898,0.188562,0,0
0.314963,0.257805,0,0
0.31497,0.229489,0,0
0.315013,0.065468,0,0
0.315043,0.149335,0,0
0.315064,0.255296,0,0
0.315121,0.105749,0,0
0.315286,0.090791,0,0
0.315364,0.194735,0,0
0.315498,0.062128,0,0
0.31554,0.102026,0,0
0.315572,0.071698,0,0
0.315695,0.186818,0,0
0.315815,0.182471,0,0
0.315821,0.186617,0,0
0.315907,0.140944,0,0
0.315998,0.219609,0,0
0.316133,0.185564,0,0
0.316222,0.250176,0,0
0.3163,0.302022,0,0
0.316329,0.203885,0,0
0.316447,0.230725,0,0
0.316486,0.287422,0,0
0.316573,0.212567,0,0
0.316604,0.150971,0,0
0.316634,0.116791,0,0
0.316935,0.113471,0,0
0.316963,0.220859,0,0
0.317361,0.308452,0,0
0.317476,0.243297,0,0
0.317478,0.211057,0,0
0.317607,0.284412,0,0
0.31784,0.155264,0,0
0.317917,0.183589,0,0
0.318203,0.134957,0,0
0.318228,0.209492,0,0
0.318409,0.304848,0,0
0.318458,0.30926,0,0
0.318778,0.16534,0,0
0.318855,0.317315,0,0
0.318875,0.208538,0,0
0.318882,0.266075,0,0
0.318891,0.121717,0,0
0.318911,0.048899,0,0
0.318922,0.240181,0,0
0.319062,0.28604,0,0
0.319117,0.324236,0,0
0.319125,0.0723,0,0
0.319174,0.101573,0,0
0.31928,0.290526,0,0
0.319367,0.211042,0,0
0.319548,0.2687,0,0
0.319551,0.281947,0,0
0.319625,0.134387,0,0
0.31972,0.156206,0,0
0.31976,0.045487,0,0
0.319783,0.155842,0,0
0.319804,0.172212,0,0
0.319837,0.182152,0,0
0.319848,0.123182,0,0
0.319888,0.160888,0,0
0.320064,0.286655,0,0
0.320069,0.066192,0,0
0.320251,0.079588,0,0
0.320343,0.168444,0,0
0.320353,0.317211,0,0
0.320377,0.190818,0,0
0.320423,0.238783,0,0
0.320835,0.253136,0,0
0.320949,0.323399,0,0
0.321214,0.166075,0,0
0.321331,0.2225,0,0
0.321332,0.253319,0,0
0.321339,0.240259,0,0
0.321468,0.064395,0,0
0.321484,0.181581,0,0
0.321562,0.105589,0,0
0.321588,0.133735,0,0
0.321668,0.232767,0,0
0.321835,0.159816,0,0
0.321855,0.329816,0,0
0.321864,0.185478,0,0
0.321898,0.212005,0,0
0.321984,0.066002,0,0
0.322056,0.258593,0,0
0.32208,0.137217,0,0
0.322251,0.313136,0,0
0.322286,0.218853,0,0
0.322353,0.185425,0,0
0.322474,0.305641,0,0
0.322495,0.167102,0,0
0.322521,0.098251,0,0
0.322559,0.29739,0,0
0.322564,0.078859,0,0
0.322565,0.14611,0,0
0.322565,0.152034,0,0
0.322596,0.261198,0,0
0.322719,0.18842,0,0
0.322786,0.285139,0,0
0.322808,0.086283,0,0
0.322835,0.082185,0,0
0.322903,0.213417,0,0
0.323016,0.203909,0,0
0.323019,0.113631,0,0
0.323133,0.130406,0,0
0.32338,0.231374,0,0
0.323395,0.298615,0,0
0.323561,0.201633,0,0
0.323578,0.155949,0,0
0.323591,0.285482,0,0
0.324121,0.224062,0,0
0.324123,0.283359,0,0
0.324257,0.227371,0,0
0.324284,0.280452,0,0
0.324321,0.067425,0,0
0.32439,0.132946,0,0
0.324439,0.074422,0,0
0.324609,0.0588,0,0
0.32488,0.204139,0,0
0.324895,0.131016,0,0
0.325056,0.282099,0,0
0.325088,0.059267,0,0
0.32522,0.163663,0,0
0.325283,0.172494,0,0
0.325335,0.235153,0,0
0.325374,0.319936,0,0
0.325527,0.275495,0,0
0.325623,0.286641,0,0
0.325668,0.193834,0,0
0.325922,0.279912,0,0
0.326153,0.239704,0,0
0.326157,0.248994,0,0
0.326193,0.076438,0,0
0.326233,0.177751,0,0
0.326267,0.22573,0,0
0.326465,0.146677,0,0
0.32655,0.175872,0,0
0.326685,0.079703,0,0
0.326751,0.054851,0,0
0.326845,0.126367,0,0
0.326957,0.070099,0,0
0.32699,0.084463,0,0
0.327029,0.264267,0,0
0.327121,0.237746,0,0
0.327305,0.113169,0,0
0.327505,0.139115,0,0
0.327666,0.268508,0,0
0.32774,0.051441,0,0
0.327772,0.111883,0,0
0.327949,0.097171,0,0
0.327995,0.260534,0,0
0.328046,0.288168,0,0
0.328187,0.28072,0,0
0.328401,0.10195,0,0
0.328494,0.095827,0,0
0.328642,0.221097,0,0
0.328679,0.157772,0,0
0.328813,0.255577,0,0
0.328989,0.261064,0,0
0.329109,0.245657,0,0
0.329404,0.171227,0,0
0.329436,0.190166,0,0
0.329538,0.314227,0,0
0.329642,0.268224,0,0
0.329725,0.238505,0,0
0.32977,0.302939,0,0
0.329888,0.209834,0,0
0.329987,0.107144,0,0
0.330042,0.163297,0,0
0.330308,0.316867,0,0
0.330363,0.118125,0,0
0.330412,0.321053,0,0
0.330481,0.229417,0,0
0.330594,0.091267,0,0
0.330594,0.192955,0,0
0.330976,0.109089,0,0
0.331109,0.163086,0,0
0.331134,0.131775,0,0
0.331442,0.165641,0,0
0.33155,0.086716,0,0
0.331794,0.222062,0,0
0.331819,0.226605,0,0
0.331847,0.234754,0,0
0.331968,0.12942,0,0
0.332214,0.112404,0,0
0.332359,0.259244,0,0
0.332446,0.319027,0,0
0.332476,0.23084,0,0
0.332526,0.198823,0,0
0.332783,0.271165,0,0
0.332794,0.098954,0,0
0.332917,0.308433,0,0
0.333268,0.276543,0,0
0.333334,0.254613,0,0
0.333383,0.266558,0,0
0.333404,0.112021,0,0
0.333404,0.211379,0,0
0.333703,0.137372,0,0
0.333717,0.1677,0,0
0.333826,0.079,0,0
0.333829,0.181764,0,0
0.334181,0.274411,0,0
0.334289,0.161153,0,0
0.334538,0.086562,0,0
0.334957,0.254714,0,0
0.335026,0.321011,0,0
0.335294,0.301391,0,0
0.33535,0.200743,0,0
0.335425,0.066601,0,0
0.335535,0.210014,0,0
0.33558,0.114268,0,0
0.335581,0.29203,0,0
0.335585,0.211542,0,0
0.335684,0.097586,0,0
0.335711,0.302942,0,0
0.335749,0.306411,0,0
0.335762,0.225347,0,0
0.335823,0.318864,0,0
0.335992,0.274887,0,0
0.336072,0.135581,0,0
0.336085,0.28319,0,0
0.336102,0.132749,0,0
0.336126,0.153254,0,0
0.336193,0.317711,0,0
0.336304,0.161053,0,0
0.336337,0.303399,0,0
0.336406,0.248696,0,0
0.336641,0.250321,0,0
0.336657,0.174529,0,0
0.336706,0.11989,0,0
0.336752,0.05512,0,0
0.336879,0.161257,0,0
0.337121,0.259487,0,0
0.337171,0.291545,0,0
0.337184,0.099374,0,0
0.337204,0.170526,0,0
0.337272,0.143812,0,0
0.337361,0.204088,0,0
0.337375,0.275907,0,0
0.337379,0.263593,0,0
0.337399,0.315131,0,0
0.337406,0.207575,0,0
0.337414,0.182029,0,0
0.337438,0.280642,0,0
0.337565,0.312815,0,0
0.337612,0.108409,0,0
0.337658,0.234863,0,0
0.337668,0.172674,0,0
0.337677,0.179867,0,0
0.337679,0.090387,0,0
0.337696,0.133069,0,0
0.337708,0.131772,0,0
0.33785,0.191858,0,0
0.337933,0.195085,0,0
0.337962,0.225636,0,0
0.337963,0.209471,0,0
0.338179,0.069182,0,0
0.338268,0.120792,0,0
0.338268,0.164163,0,0
0.338299,0.268396,0,0
0.338428,0.275794,0,0
0.338521,0.065919,0,0
0.338529,0.103965,0,0
0.338655,0.071704,0,0
0.338748,0.170422,0,0
0.338995,0.209399,0,0
0.339043,0.20673,0,0
0.339091,0.227679,0,0
0.339109,0.293391,0,0
0.339152,0.217788,0,0
0.339486,0.058645,0,0
0.339562,0.108526,0,0
0.339575,0.290158,0,0
0.339673,0.219145,0,0
0.339794,0.126466,0,0
0.339914,0.310085,0,0
0.339942,0.158818,0,0
0.340091,0.220717,0,0
0.340187,0.142567,0,0
0.340364,0.129896,0,0
0.340494,0.085061,0,0
0.340585,0.144885,0,0
0.340609,0.066332,0,0
0.340613,0.230658,0,0
0.340634,0.203827,0,0
0.340725,0.15935,0,0
0.340927,0.092502,0,0
0.340997,0.096872,0,0
0.341024,0.114776,0,0
0.341209,0.303299,0,0
0.341241,0.063112,0,0
0.34134,0.200128,0,0
0.341452,0.07055,0,0
0.341526,0.267436,0,0
0.341583,0.299244,0,0
0.341602,0.281636,0,0
0.341791,0.222748,0,0
0.342121,0.244617,0,0
0.342163,0.074569,0,0
0.342265,0.217736,0,0
0.342305,0.126629,0,0
0.34234,0.121529,0,0
0.342586,0.241653,0,0
0.342593,0.136668,0,0
0.342641,0.179623,0,0
0.342692,0.171067,0,0
0.34277,0.236291,0,0
0.342899,0.27796,0,0
0.342943,0.197709,0,0
0.343027,0.071845,0,0
0.343089,0.088703,0,0
0.343097,0.251147,0,-1
0.343597,0.173228,0,0
0.343856,0.091319,0,0
0.344388,0.186294,0,0
0.344406,0.151609,0,0
0.344415,0.282479,0,0
0.344431,0.248035,0,-1
0.344439,0.115099,0,0
0.344506,0.26322,0,0
0.344589,0.070387,0,0
0.34462,0.109591,0,0
0.344621,0.161444,0,0
0.344695,0.187589,0,0
0.344722,0.285351,0,0
0.34481,0.312872,0,-1
0.344816,0.11881,0,0
0.344927,0.230029,0,-1
0.344987,0.228714,0,-1
0.345,0.106428,0,0
0.345449,0.066936,0,0
0.346687,0.261784,0,0
0.346978,0.181383,0,0
0.347273,0.274273,0,0
0.347952,0.082337,0,0
0.349377,0.079013,0,0
0.351353,0.073139,0,0
0.351425,0.085045,0,0
0.351524,0.088492,0,0
0.351669,0.298403,0,-1
0.351765,0.283372,0,-1
0.352976,0.091278,0,0
0.353982,0.093233,0,0
0.35405,0.081427,0,0
0.354292,0.09372,0,0
0.355623,0.095278,0,0
0.356311,0.319775,0,-1
0.357829,0.115212,0,0
0.357843,0.096158,0,0
0.358613,0.088077,0,0
0.358751,0.235486,0,-1
0.359716,0.106743,0,0
0.496754,0.381687,2,1
0.496891,0.396201,2,1
0.496904,0.397011,2,1
0.497573,0.374085,2,1
0.498781,0.392773,2,1
0.499109,0.364529,2,1
0.500147,0.414645,2,1
0.5005,0.368188,2,1
0.502075,0.389882,2,1
0.502417,0.364859,2,1
0.503262,0.373129,2,1
0.503673,0.377832,2,1
0.504096,0.436307,2,-1
0.504249,0.422687,2,1
0.504307,0.369377,2,1
0.504903,0.426545,2,1
0.504911,0.436439,2,-1
0.505091,0.38485,2,1
0.505198,0.397142,2,1
0.506351,0.372212,2,1
0.506395,0.403265,2,1
0.506623,0.421066,2,1
0.507903,0.405505,2,1
0.507957,0.371871,2,1
0.508733,0.405553,2,1
0.509778,0.434955,2,-1
0.509879,0.381208,2,1
0.510502,0.363856,2,1
0.511415,0.43138,2,-1
0.511636,0.374117,2,1
0.511968,0.432931,2,-1
0.512978,0.392732,2,1
0.513051,0.383976,2,1
0.513361,0.422489,2,1
0.513558,0.374358,2,1
0.514233,0.395444,2,1
0.514422,0.407468,2,1
0.51455,0.418717,2,1
0.514633,0.383701,2,1
0.516088,0.39976,2,1
0.516628,0.406281,2,1
0.517171,0.40024,2,1
0.517275,0.388728,2,1
0.517492,0.396476,2,1
0.517572,0.413724,2,1
0.517735,0.402307,2,1
0.518789,0.422201,2,1
0.519107,0.396399,2,1
0.519377,0.426273,2,1
0.519513,0.419069,2,1
0.520423,0.398034,2,1
0.521115,0.396246,2,1
0.521144,0.388781,2,1
0.521252,0.422955,2,1
0.52147,0.387302,2,1
0.522412,0.373503,2,1
0.522711,0.422038,2,1
0.522794,0.364224,2,1
0.523272,0.413056,2,1
0.524115,0.427618,2,1
0.524131,0.39069,2,1
0.524225,0.402578,2,1
0.525006,0.417209,2,1
0.525144,0.425607,2,1
0.525375,0.362674,2,1
0.525398,0.390626,2,1
0.525425,0.415767,2,1
0.52616,0.391173,2,1
0.5263,0.379093,2,1
0.527403,0.387706,2,1
0.527514,0.395879,2,1
0.52796,0.416647,2,1
0.528056,0.364912,2,1
0.528399,0.393113,2,1
0.529,0.408158,2,1
0.529569,0.365567,2,1
0.530516,0.409364,2,1
0.530783,0.400934,2,1
0.530911,0.418486,2,1
0.530926,0.364796,2,1
0.531275,0.363118,2,1
0.5317,0.398827,2,1
0.531743,0.373645,2,1
0.531751,0.414607,2,1
0.531767,0.367463,2,1
0.532054,0.411896,2,1
0.532056,0.369928,2,1
0.532759,0.37584,2,1
0.533236,0.391965,2,1
0.533283,0.397065,2,1
0.533505,0.363736,2,1
0.533605,0.408369,2,1
0.533706,0.407522,2,1
0.533867,0.36096,2,1
0.534165,0.372835,2,1
0.534657,0.40478,2,1
0.534677,0.400617,2,1
0.535615,0.38838,2,1
0.535973,0.402244,2,1
0.536155,0.411053,2,1
0.536677,0.420914,2,1
0.536797,0.414179,2,1
0.537311,0.407249,2,1
0.537463,0.365693,2,1
0.53766,0.377642,2,1
0.538259,0.37677,2,1
0.538802,0.360062,2,1
0.540562,0.419609,2,1
0.541414,0.402682,2,1
0.541768,0.376569,2,1
0.541883,0.426577,2,1
0.542431,0.401994,2,1
0.542819,0.414013,2,1
0.543427,0.366762,2,1
0.543462,0.391597,2,1
0.543813,0.363722,2,1
0.544425,0.406514,2,1
0.544438,0.365299,2,1
0.544438,0.397133,2,1
0.544581,0.410002,2,1
0.544589,0.40196,2,1
0.544756,0.40449,2,1
0.544816,0.417165,2,1
0.545546,0.367097,2,1
0.546053,0.41192,2,1
0.546294,0.376847,2,1
0.547642,0.379978,2,1
0.547655,0.407203,2,1
0.548013,0.362805,2,1
0.548206,0.370872,2,1
0.54849,0.415465,2,1
0.548569,0.363037,2,1
0.548855,0.377688,2,1
0.548891,0.370484,2,1
0.549326,0.396112,2,1
0.549748,0.365904,2,1
0.550695,0.409872,2,1
0.55078,0.372166,2,1
0.551235,0.424112,2,1
0.551498,0.378155,2,1
0.552687,0.40293,2,1
0.552914,0.389775,2,1
0.553035,0.404455,2,1
0.553224,0.385327,2,1
0.554741,0.412968,2,1
0.555343,0.420714,2,1
0.555361,0.409645,2,1
0.555466,0.365396,2,1
0.55607,0.365508,2,1
0.556243,0.404302,2,1
0.556296,0.364305,2,1
0.557679,0.403011,2,1
0.558393,0.427938,2,1
0.558621,0.400815,2,1
0.558764,0.397585,2,1
0.558775,0.418268,2,1
0.558829,0.401447,2,1
0.559046,0.380677,2,1
0.559676,0.389931,2,1
0.560051,0.394589,2,1
0.560553,0.371449,2,1
0.560732,0.408502,2,1
0.561101,0.385077,2,1
0.561714,0.428093,2,1
0.562225,0.375347,2,1
0.562304,0.373511,2,1
0.562824,0.366125,2,1
0.563412,0.384278,2,1
0.563901,0.372081,2,1
0.564542,0.40673,2,1
0.564596,0.37642,2,1
0.564666,0.422401,2,1
0.564772,0.383042,2,1
0.565054,0.371593,2,1
0.565768,0.425724,2,1
0.565834,0.409527,2,1
0.566056,0.417171,2,1
0.566679,0.387086,2,1
0.567018,0.367014,2,1
0.567026,0.41801,2,1
0.567738,0.425083,2,1
0.567856,0.415008,2,1
0.568147,0.423671,2,1
0.568155,0.384188,2,1
0.56843,0.407133,2,1
0.568666,0.37099,2,1
0.56951,0.419724,2,1
0.569613,0.381208,2,1
0.569701,0.397963,2,1
0.570343,0.390529,2,1
0.571332,0.380797,2,1
0.571401,0.413022,2,1
0.571797,0.378358,2,1
0.571979,0.369518,2,1
0.572867,0.397989,2,1
0.573058,0.420546,2,1
0.573163,0.422853,2,1
0.573232,0.366343,2,1
0.573305,0.397273,2,1
0.573955,0.379037,2,1
0.574198,0.40892,2,1
0.574609,0.406427,2,1
0.574663,0.400717,2,1
0.575808,0.421024,2,1
0.576302,0.420835,2,1
0.576345,0.374682,2,1
0.576652,0.404644,2,1
0.578208,0.39227,2,1
0.578813,0.411404,2,1
0.580238,0.378719,2,1
0.580264,0.424673,2,1
0.580275,0.380936,2,1
0.580527,0.417024,2,1
0.580535,0.38331,2,1
0.580553,0.372189,2,1
0.580602,0.392056,2,1
0.58103,0.3652,2,1
0.581786,0.392364,2,1
0.582581,0.40193,2,1
0.583185,0.367232,2,1
0.58326,0.384794,2,1
0.583403,0.422768,2,1
0.583973,0.428104,2,1
0.584984,0.415043,2,1
0.584995,0.39873,2,1
0.585225,0.412013,2,1
0.585613,0.36545,2,1
0.585685,0.404078,2,1
0.586519,0.422677,2,1
0.586773,0.391264,2,1
0.587248,0.428067,2,1
0.587629,0.406307,2,1
0.5883,0.398355,2,1
0.5887,0.424765,2,1
0.589073,0.425893,2,1
0.589519,0.367708,2,1
0.589799,0.373567,2,1
0.590629,0.370626,2,1
0.590842,0.398649,2,1
0.590893,0.424505,2,1
0.590904,0.415968,2,1
0.591061,0.401101,2,1
0.591171,0.401502,2,1
0.591506,0.363535,2,1
0.592236,0.420947,2,1
0.592356,0.366235,2,1
0.592596,0.419297,2,1
0.592658,0.385542,2,1
0.592904,0.39543,2,1
0.592963,0.420324,2,1
0.593728,0.368591,2,1
0.594452,0.418607,2,1
0.595559,0.390899,2,1
0.595751,0.372393,2,1
0.596374,0.394117,2,1
0.596653,0.387623,2,1
0.596727,0.379545,2,1
0.597252,0.415428,2,1
0.59801,0.400184,2,1
0.598117,0.39465,2,1
0.598272,0.376067,2,1
0.599077,0.375736,2,1
0.599126,0.382666,2,1
0.599645,0.384104,2,1
0.600367,0.373339,2,1
0.600411,0.390045,2,1
0.60053,0.395835,2,1
0.600703,0.42811,-1,1
0.600888,0.366858,2,1
0.602069,0.375738,2,1
0.602385,0.387051,2,1
0.602554,0.416625,2,1
0.602615,0.371112,2,1
0.602811,0.373022,2,1
0.60299,0.404427,2,1
0.603284,0.369457,2,1
0.603412,0.388732,2,1
0.603482,0.367442,2,1
0.603772,0.409621,2,1
0.604158,0.36624,2,1
0.604906,0.373882,2,1
0.605211,0.366259,2,1
0.606168,0.376644,2,1
0.606308,0.380294,2,1
0.606337,0.392821,2,1
0.60724,0.370121,2,1
0.607296,0.381684,2,1
0.6085,0.392428,2,1
0.60896,0.400524,2,1
0.609398,0.413283,2,1
0.609562,0.38116,2,1
0.609687,0.40612,2,1
0.61027,0.423919,-1,1
0.611506,0.377013,2,1
0.611848,0.406735,2,1
0.61299,0.382602,2,1
0.613433,0.377596,2,1
0.614407,0.37593,2,1
0.614827,0.421313,-1,1
0.61528,0.367903,2,1
0.615714,0.419174,2,1
0.616168,0.399078,2,1
0.616754,0.419607,2,1
0.616879,0.380586,2,1
0.617455,0.376556,2,1
0.618997,0.385166,2,1
0.619692,0.379778,2,1
0.619976,0.415903,2,1
0.620192,0.373604,2,1
0.621468,0.411514,2,1
0.622075,0.412912,2,1
0.623005,0.397989,2,1
0.623431,0.413893,2,1
0.623684,0.389112,2,1
0.62385,0.40769,2,1
0.624227,0.414701,2,1
0.624312,0.378185,2,1
0.624414,0.426379,2,1
0.624698,0.37947,2,1
0.625387,0.398585,2,1
0.625399,0.421045,2,1
0.625527,0.393586,2,1
0.625709,0.411519,2,1
0.625738,0.375511,2,1
0.625944,0.397727,2,1
0.626419,0.362685,2,1
0.626997,0.381262,2,1
0.627792,0.370911,2,1
0.6278,0.394153,2,1
0.628374,0.407605,2,1
0.628527,0.378537,2,1
0.628626,0.368522,2,1
0.629688,0.422313,2,1
0.629799,0.403113,2,1
0.630008,0.437192,2,-1
0.630407,0.41942,2,1
0.630422,0.385438,2,1
0.630476,0.391946,2,1
0.631126,0.402617,2,1
0.631131,0.424473,2,1
0.631302,0.397701,2,1
0.631369,0.409495,2,1
0.631658,0.421756,2,1
0.632259,0.39384,2,1
0.632671,0.40778,2,1
0.63311,0.375535,2,1
0.633129,0.383912,2,1
0.633387,0.412847,2,1
0.63357,0.390121,2,1
0.63358,0.409094,2,1
0.633652,0.421329,2,1
0.633842,0.379454,2,1
0.634043,0.369442,2,1
0.63573,0.402198,2,1
0.637486,0.416851,2,1
0.638882,0.371321,2,1
0.639278,0.393168,2,1
0.63945,0.416077,2,1
0.639756,0.39943,2,1
0.639851,0.388102,2,1
0.64,0.36608,2,1
0.640548,0.362962,2,1
0.640728,0.371423,2,1
0.640952,0.408506,2,1
0.641264,0.385195,2,1
0.641573,0.410083,2,1
0.641808,0.416142,2,1
0.642048,0.367976,2,1
0.642447,0.419209,2,1
0.64269,0.40751,2,1
0.643482,0.404294,2,1
0.643593,0.363524,2,1
0.64418,0.403053,2,1
0.645008,0.400189,2,1
0.645379,0.371502,2,1
0.645976,0.377872,2,1
0.645989,0.414946,2,1
0.647831,0.400254,2,1
0.648267,0.391757,2,1
0.649161,0.383706,2,1
0.649476,0.419692,2,1
0.650155,0.417329,2,1
